Subject,Session,epoch,epoch_size,Aperture,Boredom,Clarity,Conflict,Dereification,Wakefulness,Emotion,Effort,Stability,MetaAwareness,ObjectOrientation,Source
3614_BrisbaneHornet,834665_TET,1,20,0.01895504890867477,0.9111353058128883,0.9533767566837119,0.4390444942893043,0.8971402529504058,0.8348085422034603,0.026321137002374057,0.028401145627281122,0.9671235116066128,0.782858730349404,0.8276116838587816,0.006397350464963841
3614_BrisbaneHornet,834665_TET,2,20,0.014703002255068315,0.9135964161656538,0.9409006012524991,0.2333639265184352,0.8972820717946759,0.7562298837722881,0.03642331056399885,0.06422740511643302,0.9552394157302679,0.7653974740732016,0.8335245212628039,0.0007344107161061765
3614_BrisbaneHornet,834665_TET,3,20,0.010028117628109016,0.9122217862027681,0.9304575662393442,0.20284800206868359,0.8933903625491946,0.6519704892116818,0.03136747512828357,0.13978418489725322,0.8184006289707941,0.6383452595948889,0.8354762030404006,0.010599999832784476
3614_BrisbaneHornet,834665_TET,4,20,0.00246235524053981,0.91463326251579,0.9261332111398038,0.2081975416554171,0.8908875905586389,0.5532155383366952,0.05550750716447615,0.24442136756157207,0.8259270208101501,0.5839664630898074,0.8363733102207664,0.01220604538121048
3614_BrisbaneHornet,834665_TET,5,20,-0.01876975941675545,0.9175396207108261,0.9155839196348022,0.08228946256480588,0.8883496676867801,0.461309777923661,0.05657101602894221,0.29547421201738316,0.7191823046864738,0.5286224508740457,0.822103745556171,0.01223052687644402
3614_BrisbaneHornet,834665_TET,6,1,-0.0309917703198193,0.9215098540946124,0.9140958309685748,0.0626470967524967,0.8971451855366213,0.452146572849172,0.0344237392266495,0.2994654968653238,0.9052529564537544,0.6561439345817928,0.8157518653824354,0.0136754443732673
3614_BrisbaneHornet,836247_TET,1,20,0.9628629983258632,0.88126051551102,0.9489272884713083,0.0485224562857889,0.5894550574093275,0.8084944371429368,0.03019269654034178,0.17549012064305453,0.9690173797607058,0.7710522224653594,0.8885746773090766,0.023122540758079853
3614_BrisbaneHornet,836247_TET,2,20,0.9637329787636231,0.8825354508233219,0.9433855415121772,0.042340296126804636,0.6010433866775147,0.7063009786810892,0.01264016808342488,0.15484066268993305,0.9539669968438844,0.7572697900673261,0.8872203650071064,0.01643689973474429
3614_BrisbaneHornet,836247_TET,3,20,0.9520618655724583,0.883600013875815,0.9420835178179139,0.037071371416657325,0.6001814198804238,0.70577062784483,0.27086490107124844,0.0732027947905278,0.955083019147609,0.7555736336918711,0.8860086710664639,0.00831669781510994
3614_BrisbaneHornet,836247_TET,4,20,0.955585717846159,0.8810083158346884,0.9365982101659369,0.03582656748619647,0.6012116517919062,0.7014457164990193,-0.00919055641054166,0.0314092761369001,0.9466622010391937,0.7506256757232814,0.8866450418158479,0.00039880698677713
3614_BrisbaneHornet,836247_TET,5,20,0.9339434887018003,0.8805226504246144,0.9344604555454801,0.034860085644983066,0.5801660088852304,0.7053507333159197,-0.017746713216252367,0.006741269678905648,0.9487858082788907,0.7466044574837547,0.8922790096357064,-0.0011179985084268699
3614_BrisbaneHornet,836247_TET,6,1,0.9310056749076432,0.9028021694166612,0.9378041654485536,0.031057982563623,0.5743318340658617,0.724232594026373,-0.0302612038036327,-0.0085656211560446,0.951669159112872,0.7258687871539631,0.8954304136194087,0.0014142131754921
3614_BrisbaneHornet,832880_TET,1,20,0.3706112498570685,0.03272086655611019,0.6166214670888301,0.06480948395307834,0.4121465568045733,0.8357002625161509,0.037638316460183105,0.04312957914102978,0.9663538607996592,0.7730591189755391,0.7985823851942137,0.7460236626582099
3614_BrisbaneHornet,832880_TET,2,20,0.17331857275729562,0.04797647819921292,0.8202471325255273,0.24195912500533212,0.42205957146335005,0.8270381749358936,0.09416966333494027,0.05025453439800651,0.817451822167502,0.767844873885886,0.7998790822307932,0.8832026373623165
3614_BrisbaneHornet,832880_TET,3,20,0.27548357165434767,0.02174604515354899,0.8236865370288703,0.05784582108074663,0.40256330661963496,0.8222357067021514,0.10112354286110514,0.05028501860545431,0.869227126792899,0.7646517837685528,0.7952244714612027,0.9107198487019428
3614_BrisbaneHornet,832880_TET,4,20,0.29649037159802893,0.00848700856795263,0.8121581975955957,0.23946903630293223,0.409068819797007,0.8272381168952126,0.1738421245552076,0.045200144416886516,0.820603728637816,0.7611509123583595,0.8077781713076915,0.898837518938889
3614_BrisbaneHornet,832880_TET,5,20,0.18733178967373582,0.013984427892477693,0.851465094833214,0.023140711235771775,0.417222848256141,0.8227547035766021,0.02922718296997725,0.053910141343643206,0.9452935299477326,0.752096962202393,0.7716184473852681,0.8882173088532417
3614_BrisbaneHornet,832880_TET,6,1,0.2123795592363276,0.0174260376561672,0.9034747628745216,-0.0163733677069962,0.4177091554055722,0.8144117996005512,-0.0155580098847965,0.0512530304058884,0.9219415573512209,0.7481697039497109,0.7641909182579925,0.876148854261087
3614_BrisbaneHornet,835981_TET,1,20,0.953491563252886,0.027542372880815208,0.9682507690356446,0.4969112749498706,0.22137251903787897,0.8204693010970354,0.02084475447484973,0.17409034181844682,0.9302229220287206,0.7791334900634397,0.03505154643259228,0.0683477859438246
3614_BrisbaneHornet,835981_TET,2,20,0.9410892341625205,0.027297602387661435,0.9619919084054714,0.1654467636356945,0.00045045038192525496,0.8070311215433315,0.026007611602017162,0.17368090813042758,0.923105525468347,0.7569554468038207,0.03333714716718871,0.45805622235921534
3614_BrisbaneHornet,835981_TET,3,20,0.9352285120475414,0.027542194045855943,0.9560446335478583,0.040377575314166345,0.11608646959228115,0.7955668135273537,0.12514844847658652,0.15987096153860403,0.9056555443381565,0.7437295434576943,0.03298929934482889,0.11209834760803657
3614_BrisbaneHornet,835981_TET,4,20,0.9210905300761946,0.027208663457240705,0.9426234390992809,0.02139566925485794,0.12207806078343753,0.7829591283146081,0.026644235173013953,0.14839633462646235,0.8987264498902874,0.7366763708785817,0.03234271127186861,0.21044112446782598
3614_BrisbaneHornet,835981_TET,5,20,0.9089478961141368,0.02807604381766627,0.9168157582810178,0.029071013555776293,0.18683528546726674,0.7752818424217455,0.02418268775913169,0.12562405551427475,0.891065763988727,0.7416384956077536,0.02974102152480489,0.09494393047649459
3614_BrisbaneHornet,835981_TET,6,1,0.9027146917366516,0.0309691901518449,0.9162469799614292,0.0448837576045185,-0.0240382188027364,0.7734210984001287,0.0236054308069206,0.1185824071948935,0.8780887360997494,0.7406110322710096,0.0229370765896687,-0.0565699664308056
3614_BrisbaneHornet,834347_TET,1,20,0.1080477070016265,0.3241168538493946,0.10992195226280992,0.20660747575328942,0.04798412727614178,0.49939599361025727,0.04669823631696864,0.35397617254053076,0.8770639808463304,0.7377039191141143,0.8094406879719207,0.5993864708884777
3614_BrisbaneHornet,834347_TET,2,20,0.11396728500185549,0.18899755961676995,0.5385786261396539,0.20503387187119743,0.37832112016094044,0.7166542677912143,0.04637400634268069,0.3514730049548199,0.7544238681515145,0.6344997937591165,0.6836867702044982,0.8500125819112915
3614_BrisbaneHornet,834347_TET,3,20,0.10412133139864717,0.18777157051900692,0.469409219160272,0.16769075046736676,0.369657690948824,0.5910628310681769,0.035695875073471786,0.33345441174217205,0.7711397621179872,0.5832621569831797,0.6345650532966072,0.7268427483592919
3614_BrisbaneHornet,834347_TET,4,20,0.11958362682145773,0.13228558004140148,0.4249728771175638,0.17509158146980977,0.33652229384380355,0.6630071376977624,0.027514509829095223,0.32627137965359443,0.7767649482196537,0.5764704372110419,0.6585975471567644,0.7210902899343983
3614_BrisbaneHornet,834347_TET,5,20,0.16482883547073018,0.11504883271528873,0.2221213368400446,0.17944673946368056,0.20063809963230353,0.5858656923325373,0.030829784525949366,0.34018526621956163,0.7737354209432905,0.5906680849465695,0.6464278976709212,0.6564254273855394
3614_BrisbaneHornet,834347_TET,6,1,0.1730974133210054,0.1359223004906738,0.2063488094846821,0.2140293031133751,0.20620028820197,0.4907624497823532,0.0023518604691968,0.3377255488018843,0.6244983097685549,0.5098054970588085,0.4799975539468259,0.5737037684660024
3614_BrisbaneHornet,834371_TET,1,20,0.8028176696253159,0.8905982254120334,0.9428027544441407,0.03553881720394886,0.02171796506223266,0.6927180602660057,0.05308881866924583,0.15274734193096137,0.9299827643407081,0.7479859784064364,0.9005561045085914,0.9623055691208998
3614_BrisbaneHornet,834371_TET,2,20,0.9300767371062241,0.8924234947417398,0.9071911932686587,0.03248255466743012,0.23343967217029388,0.717814492434187,0.47946039340437246,0.149249543248892,0.9190356739037234,0.6866564029012991,0.895695684592873,0.9526699127382221
3614_BrisbaneHornet,834371_TET,3,20,0.640719586801614,0.8937770888049759,0.8989835323736897,0.03193033275582519,0.22388044023810655,0.7130542577827623,0.6316005044880367,0.1391610066650495,0.8887178066838718,0.6938329579404636,0.8973345355388507,0.9393379247349444
3614_BrisbaneHornet,834371_TET,4,20,0.022899916116115353,0.8928988166955397,0.903246576381337,0.030898969053748875,0.30692527238023376,0.7053215962451793,0.4986494477337823,0.13783979226021068,0.8885228265810126,0.7240378941097784,0.8962343027297095,0.9262636549808857
3614_BrisbaneHornet,834371_TET,5,20,-0.0014168086760142,0.8936755939577772,0.9211691247723701,0.029776624033731658,0.2424072939677051,0.6921210840488453,0.4808040976948774,0.13753073513774985,0.8718927757390246,0.6748973344166705,0.9018812147990218,0.9365304566422562
3614_BrisbaneHornet,834371_TET,6,1,-0.0028755225898562,0.9136787346964172,0.960745845254749,0.0305730113360179,0.2547491222585916,0.6792914671361304,0.5041168068933315,0.1294875320269156,0.9010291213077876,0.732726520213871,0.9235722271147282,0.9590089220527864
3614_BrisbaneHornet,834620_TET,1,20,0.3537056945582056,0.8759627759280327,0.9536617558605682,0.03874411894305573,0.053553682473009435,0.8254387530890721,0.006115096562199275,0.04602697127918342,0.9448356334022238,0.7601921376476609,0.7681371659029883,0.9225781659289158
3614_BrisbaneHornet,834620_TET,2,20,0.05095343967798499,0.8757395485507622,0.9428306540765474,0.03368901629672019,0.36378980795588933,0.8253259433740137,-0.002250691246368569,0.22852760776421835,0.9361029346889869,0.7506648620611629,0.7527309220512912,0.9098206320300155
3614_BrisbaneHornet,834620_TET,3,20,0.039492515583509226,0.8765034347357235,0.9374292439153274,0.021088864046872074,0.33276581143240275,0.8269647281783927,-0.00813231893797167,0.30424309967794627,0.9329506308379594,0.7529540226029565,0.7462340479020899,0.9123901710353446
3614_BrisbaneHornet,834620_TET,4,20,0.01871194830566426,0.873845806306018,0.9002327845632581,0.1194260679021513,0.37990313842299167,0.7181846202000872,0.02962993909549421,0.16721724904012156,0.8311949771108795,0.6984381696977094,0.7306781717930174,0.896191623638971
3614_BrisbaneHornet,834620_TET,5,20,0.013326680717039987,0.872392904354729,0.8571588818669673,0.005207014371503663,0.21518103339490371,0.7363557868506068,0.5137131920436742,0.1780470677723755,0.829982923121101,0.6749436276108723,0.730004897544437,0.8997659439316411
3614_BrisbaneHornet,834620_TET,6,1,0.0115159682037074,0.8720176349847747,0.9373932673316968,-0.0342580704855094,0.0683241290215399,0.8039276220626318,0.1947087014694236,0.0154057748878423,0.920951078972825,0.7387598112938121,0.7250447092847097,0.9165116612769528
3614_BrisbaneHornet,836138_TET,1,20,0.01849056618268412,0.8754179882796469,0.9555339560137963,0.04754430225202213,0.0414972413533713,0.8429489302595325,0.12337334782863915,0.2467648652016941,0.9745773713724093,0.9776499840108315,0.04679449783412852,0.9700546743455304
3614_BrisbaneHornet,836138_TET,2,20,0.014108907718114011,0.874966989552011,0.9636624677148131,0.03711609420156211,0.21461606518027626,0.8416877663218492,0.5823212506473382,0.2373496316767829,0.9714361745055686,0.9770000224989019,0.7273930896134847,0.9583562430334551
3614_BrisbaneHornet,836138_TET,3,20,0.00951309746022288,0.8723740586274559,0.9622816324753011,0.027931445835882963,0.16382281157547368,0.8347107554189256,0.6878736388364908,0.23336745505625575,0.9545967790205315,0.982244277969475,0.7740255540752934,0.949339086044195
3614_BrisbaneHornet,836138_TET,4,20,0.0060079182575950695,0.8732320245676387,0.9584686967949088,0.022864484008762363,0.15073714800160803,0.8285467003428855,0.7317774203985017,0.2189752165222824,0.9528455335372354,0.9785563986985106,0.7582825507679535,0.9407056768586852
3614_BrisbaneHornet,836138_TET,5,20,0.7343021039757321,0.8731104794710813,0.9490039336128644,0.01368567102904027,0.023567905380051032,0.8210736700082977,0.7543423257629032,0.22978451139125333,0.9504005577819512,0.9795923681017837,0.7464944161038041,0.9426507480061754
3614_BrisbaneHornet,836138_TET,6,1,0.9533440581115016,0.8808579970999861,0.9492302852589952,0.0094088398161576,0.02102459605783,0.8086142776735494,0.7487313126828624,0.2111879596182721,0.9447646961361508,0.9811760984045376,0.7456175868130162,0.9324594004469942
3614_BrisbaneHornet,834666_TET,1,20,0.04240332652328382,0.8764565074887642,0.962002251535694,0.074558024456878,0.9010440530851044,0.9703583669077066,0.016333223002757948,0.042568214693576675,0.9657229496975639,0.964751872369605,0.8679700347017594,0.9753795346351829
3614_BrisbaneHornet,834666_TET,2,20,0.032566112172901354,0.8759910716212918,0.9442813960679078,0.05883767385859712,0.906925621224868,0.9703140523632074,0.11057640210693025,0.09309459661731373,0.9245555858183927,0.9674708737110972,0.8653432527708895,0.9633996310885186
3614_BrisbaneHornet,834666_TET,3,20,0.023875623971708487,0.8729942189814928,0.9473793424827159,0.17840037974577422,0.9048374318331145,0.9625808974744554,0.058492360794003204,0.4160891486089657,0.9437884983972676,0.960480081126897,0.867248528140134,0.9662228145443492
3614_BrisbaneHornet,834666_TET,4,20,0.03144005278127297,0.8746038784056889,0.9472835117097601,0.08744289109676588,0.9070070039129664,0.9589368458896217,0.10952849976962127,0.43357050000817043,0.8769235889630751,0.9507176278890853,0.8612666692312159,0.9507920423445387
3614_BrisbaneHornet,834666_TET,5,20,0.029185467484527838,0.8748420790721377,0.937333627118028,0.059815479068123886,0.9063075111907877,0.9517686200436961,0.02455579527910036,0.4248218625179641,0.8886509394237183,0.9467479909254279,0.8698663137637876,0.9408886690273996
3614_BrisbaneHornet,834666_TET,6,1,0.034350550017557,0.8826241444048265,0.9500940065859044,0.0828802068330653,0.900903321310431,0.9485106664746844,-0.0198635077610461,0.421764890177529,0.9616382963773068,0.9483939877242816,0.8793094491610884,0.9427754850920816
3614_BrisbaneHornet,834413_TET,1,20,0.02983158757109018,0.8941944050817339,0.9597586007385657,0.011833692645419966,0.9014739685786826,0.8192007909510034,0.05021492528662208,0.025843892967915637,0.9533982211882324,0.9597412752099898,0.8265596900335066,0.8992478566116668
3614_BrisbaneHornet,834413_TET,2,20,0.030048268897675978,0.8937290087193162,0.9538946360750467,0.01989918116822174,0.9041815818130171,0.8086064406996305,0.04737128552807022,0.027452746992631217,0.9555297543517227,0.9610422078268875,0.8156504745370541,0.9022308601352425
3614_BrisbaneHornet,834413_TET,3,20,0.03227226309091373,0.8890253984615946,0.9599623192210889,0.018472563944445963,0.9033989038582734,0.8102616381806695,0.31676986998842066,0.026129496961098224,0.9515861733279193,0.973602602051962,0.8063231570643552,0.8935084779524267
3614_BrisbaneHornet,834413_TET,4,20,0.09172700824587593,0.8915918374617554,0.913529580868409,0.00812127296859342,0.9053211770154814,0.7484267948538991,0.14254910233688442,0.03490836585884244,0.914581871913532,0.9102296477831375,0.7432228352724337,0.8993037025435886
3614_BrisbaneHornet,834413_TET,5,20,0.08167735614392196,0.8895483531716891,0.9558140996593529,0.01916247615823139,0.9041245576408727,0.8115937621997459,0.018091776706903023,0.05181634908413796,0.9481594530533577,0.9345809146456865,0.7821489602515644,0.8898632191516143
3614_BrisbaneHornet,834413_TET,6,1,0.0798932615140195,0.8939365719878593,0.9693247783834772,0.0118105568926001,0.893264194507106,0.8142622770448508,0.0190628774647774,0.0745610082715489,0.9410542071209582,0.9123897027067296,0.7739963182733605,0.8820438743563639
3614_BrisbaneHornet,834142_TET,1,20,0.0635034647436601,0.016100884886846932,0.8201369374611783,0.19585067239910478,0.008808873617402235,0.8523646696983385,0.04090581708437724,0.017654952842670588,0.9115335035832057,0.7665193867414916,0.838673949430358,0.9189191268345042
3614_BrisbaneHornet,834142_TET,2,20,0.7987414485676438,0.014081504684389203,0.6442970328128801,0.0450128343244267,0.31335548065253926,0.7449208813299706,0.032029022622902865,0.016541854449697746,0.8287613156920834,0.6584334578545268,0.8338167990733485,0.823297451487306
3614_BrisbaneHornet,834142_TET,3,20,0.3371415897483239,0.012404169682169544,0.6849108886537143,0.004208132221101904,0.591840318593517,0.7544236553546696,0.016273493311117503,0.01288279891620353,0.833744320888712,0.6537950655637973,0.8343710695213046,0.8478832407637968
3614_BrisbaneHornet,834142_TET,4,20,0.16817320732826305,0.00835927777412309,0.8013529657549083,0.0623958247411764,0.3801275568218088,0.7222876013242095,0.3377378750656376,0.014657696846326201,0.8247319551313381,0.6798465416970282,0.7517701162398736,0.8161919903538069
3614_BrisbaneHornet,834142_TET,5,20,0.1354229649623782,0.014188597668998368,0.8179689883405656,0.02721346949286122,0.35994459243205246,0.8215329609616484,0.4466066246798211,0.00220213918186534,0.9517579628083309,0.7586580654132271,0.7671467689161393,0.8775453558532147
3614_BrisbaneHornet,834142_TET,6,1,0.1449311151178344,0.0240130115367553,0.8260427726431777,-0.0170156673498024,0.3716039776548479,0.8220123286212796,0.4857496733640782,-0.0050340927600959,0.9475821302807458,0.7606311555467045,0.8121556890719046,0.8768864976098946
3614_BrisbaneHornet,836248_TET,1,20,0.2753613299265155,0.2407494026617954,0.9408962341771557,0.5987447331468286,0.5473050486067775,0.9647754344067945,0.03423494971560151,0.05858514169615518,0.673876040708252,0.7356644742697366,0.5238052735738086,0.0282398540238477
3614_BrisbaneHornet,836248_TET,2,20,0.032596829517363236,0.059803337506862876,0.9366294671274222,0.6038520345793666,0.2642434719885848,0.9507375511902619,0.024792787406555224,0.16366523958852372,0.9027453786341976,0.8982564006692723,0.7310693534744416,0.015717094841384057
3614_BrisbaneHornet,836248_TET,3,20,-0.0024883188762360653,0.020348409955291847,0.9481616922470009,0.6774490562061567,0.00782228209769,0.9341198099059522,0.010053743252226511,0.1656925312301976,0.9346908571167722,0.9461674909028952,0.8186258831518654,0.005697634285407304
3614_BrisbaneHornet,836248_TET,4,20,-0.012668414177603893,0.00566795473543977,0.9343015437455989,0.8551922235478738,-0.005110985281935855,0.9236512525086814,0.007663200688105251,0.16484362646588452,0.9323424390672697,0.9352334787871003,0.8114112996040609,0.00086183668915942
3614_BrisbaneHornet,836248_TET,5,20,-0.017449503124697424,0.018637579969914074,0.9244949898224558,0.9515612841343769,-0.020632664765294226,0.904507039633736,0.007610607776303575,0.14310321427326617,0.9126864655157416,0.9164792886849064,0.8164772720875785,-0.009228333153203129
3614_BrisbaneHornet,836248_TET,6,1,-0.0212692169647,0.0185189392157028,0.8992139970793435,0.9536315432716987,-0.0285892600516414,0.8946932929219755,0.0098519756082075,0.1362343274480089,0.8993726019388699,0.9129180911894672,0.8121056938779148,-0.0330969325224063
3614_BrisbaneHornet,834238_TET,1,20,0.3571940422344019,0.37345078554873556,0.6337173730541379,-0.01842023636521888,0.05174155306232413,0.5291292753290111,0.04897324222698241,0.06759525134270453,0.5978146118363334,0.4128418325098033,0.7652683738199576,0.6355348870308395
3614_BrisbaneHornet,834238_TET,2,20,0.04984828506217813,0.060974890887129166,0.7159391292761351,-0.015403443717258478,0.4090823646634094,0.805037056582195,0.11997466873755565,0.2617437024219868,0.9000318827310594,0.6718132633070502,0.7515141000614062,0.9242917466284576
3614_BrisbaneHornet,834238_TET,3,20,0.015557914030207596,0.014477765740673254,0.7265206769461835,-0.011388617385810844,0.17473226620893031,0.8176508419640035,0.49459009992327874,0.09092806194262446,0.9244675890277028,0.7570841958196304,0.7571611902426517,0.9474921541087946
3614_BrisbaneHornet,834238_TET,4,20,0.022992364423539795,0.009222852372602498,0.6644422294740917,-0.01476916707245115,0.14703983962155115,0.7230244792719669,0.07509167454500124,0.15606932756635755,0.847974449595411,0.7246765007324802,0.7518977355770085,0.8200920059136456
3614_BrisbaneHornet,834238_TET,5,20,0.029972862576537418,0.014105171243390108,0.6029490116603566,-0.015035629070282905,0.5087500650983348,0.7124179510690267,0.24586674964556027,0.14084233404945692,0.755099402470669,0.6676339161647237,0.7492161633959983,0.7872056634955555
3614_BrisbaneHornet,834238_TET,6,1,0.0341031555268041,0.0055256185042988,0.5105786355247244,-0.0144193346475037,0.3996582901219031,0.8100890137310912,0.0277901843290131,0.068196380456266,0.8926156895906991,0.7706377395784516,0.7511572805536569,0.9166735023143672
3614_BrisbaneHornet,836250_TET,1,20,0.9420350163652582,0.8970766298264475,0.9526741025183817,0.00614745072616436,0.5996221116103266,0.8388695334293018,0.0187864543087523,0.17156183479801995,0.9635160635847504,0.9457450142293737,0.02776944777077977,0.02950050817075293
3614_BrisbaneHornet,836250_TET,2,20,0.951832894525001,0.8977914241605653,0.9429611255028385,0.0039344910332240746,0.6017241336683066,0.8324764267126227,0.017300379036608728,0.1633244105131028,0.9514810036528656,0.9354960545825213,0.026115764304590245,0.026998424293224955
3614_BrisbaneHornet,836250_TET,3,20,0.9454618936910055,0.8989159098260918,0.9482976759362757,0.007408289200465346,0.5912518549105246,0.8249038713835437,0.016698966609563857,0.15155201852236272,0.9431678962288247,0.7434382869213095,0.0332884759502997,0.028263314912453458
3614_BrisbaneHornet,836250_TET,4,20,0.9367833779080181,0.9009435761103205,0.9344775796396287,0.0012983856132348054,0.588817054244039,0.7787172679831744,0.015245184428169209,0.15076230098100477,0.838884683669896,0.6998079585996203,0.035724536659787205,0.017479852305382133
3614_BrisbaneHornet,836250_TET,5,20,0.9536312734453898,0.9006352381014432,0.9168568436246147,-0.0037110657369565244,0.566139609365403,0.5441817944599923,0.013138843271422024,0.14217722425387266,0.7048756434057359,0.6946968438640418,0.030741244325503785,0.018054739629113283
3614_BrisbaneHornet,836250_TET,6,1,0.9744277773884966,0.917379885974378,0.9216699485654842,-0.0058833737330495,0.5544937083623315,0.501696186515882,0.010698359114742,0.1361806791633021,0.7007599054964077,0.670109152616375,0.0285316716358449,0.0108271315432599
3614_BrisbaneHornet,834588_TET,1,20,0.03334198124849948,0.011518865863306325,0.7172421177711087,0.03298852301852874,0.02286457220406967,0.8306516224215507,0.03542474673676272,0.2735125987623907,0.9340829104038988,0.7688881519027324,0.8098277920819262,0.9279910869071488
3614_BrisbaneHornet,834588_TET,2,20,0.04919511387003537,0.012063140846979552,0.7716101518664609,0.02691580189678397,0.030878676070253564,0.8248761344414339,0.030285094710880107,0.2626365393365287,0.9348875373716394,0.7384129291544447,0.8082854802039641,0.918064028064667
3614_BrisbaneHornet,834588_TET,3,20,0.17468886470791883,0.011673567143726764,0.9154084889868253,0.02135519490428346,0.664353743687864,0.8195264314433368,0.10245870949207132,0.24757679766451907,0.9364195375623401,0.743587862589054,0.8243120012830092,0.9147987672952842
3614_BrisbaneHornet,834588_TET,4,20,0.17903644946138478,0.0918074790170631,0.7084698804477494,0.022867624448410322,0.2538054690041517,0.7219713203842446,0.21796428259031111,0.3208467468992193,0.865651983048916,0.7002742806915772,0.7482443057730526,0.9172583649631998
3614_BrisbaneHornet,834588_TET,5,20,0.1943411669738297,0.1808348336886961,0.8636554968585465,0.0224227260167776,-0.0032376104130724,0.6619938648436631,0.018293268001139205,0.4142229935869836,0.7723750406599217,0.5998737271228248,0.653368995133514,0.9192253971826198
3614_BrisbaneHornet,834588_TET,6,1,0.1991705300416179,0.1778505724890847,0.946223489591413,0.0377832273217234,-0.0080365512029397,0.5011993575513309,0.000693622097134,0.4094075384918903,0.902113044875678,0.6580760131202522,0.7358127972523001,0.9210040411864568
3614_BrisbaneHornet,834564_TET,1,20,0.006235633768090509,0.8928419273489754,0.9615429069136994,0.37868677124378697,0.03355483154781012,0.8439966646479251,0.0495870655196698,0.03390518162627364,0.9347570038008172,0.769829118850256,0.8435579538168838,0.9721572394193702
3614_BrisbaneHornet,834564_TET,2,20,0.006994959267248514,0.9006472755512988,0.8622735355606063,0.37838519577785823,0.23025133826737793,0.7495416621088797,0.053739180711842596,0.03336536401301545,0.8624784125786862,0.7221825139575687,0.8424197981346777,0.9682480266893624
3614_BrisbaneHornet,834564_TET,3,20,0.009625970047201915,0.8967089754853538,0.9580552643461029,0.27146866113083445,0.7392460026473596,0.8114177792084346,0.03983028880243583,0.03041404630201382,0.9450900273619686,0.7659123471757912,0.8340235043049861,0.9643465367642869
3614_BrisbaneHornet,834564_TET,4,20,0.00654683384980341,0.900498554435716,0.8616430013011647,0.01107440458035495,0.40417943316057225,0.7144044843430438,0.33715990402287754,0.03119869185343264,0.8631764084994581,0.7471456361133386,0.833980217183864,0.9541970885889886
