Subject,Session,epoch,epoch_size,Aperture,Boredom,Clarity,Conflict,Dereification,Wakefulness,Emotion,Effort,Stability,MetaAwareness,ObjectOrientation,Source,Med_type
3614_BrisbaneHornet,836246_TET,6,7,0.955956175212306,0.0233996099661169,0.9856668568632394,0.0306029907440485,0.7685036226657298,0.964218662766326,0.0179475840691591,0.3294872073988478,0.9920255318391588,0.9824550580881156,0.0203753469602475,0.028770360774314,Open Monitoring
3614_BrisbaneHornet,836246_TET,7,7,0.9583632000026197,0.0189220879444439,0.9876854275139773,0.0221464465427044,0.779957182597678,0.9687321570357303,0.0125742352853523,0.3278824530223449,0.9824172541389096,0.9862388865692248,0.0191368579745155,0.0306101510885397,Open Monitoring
3614_BrisbaneHornet,836246_TET,8,7,0.9572787398553776,0.021563486221744,0.9848709846609396,0.0089020685588005,0.7749812826380238,0.967804072306145,0.0046080733520338,0.3288626244704105,0.9744481309095804,0.9865734892844276,0.0189820474643306,0.0316787983182037,Open Monitoring
3614_BrisbaneHornet,836246_TET,9,7,0.9549380206141472,0.0172103398429982,0.9725331927580848,0.0082209555386152,0.7686971047704444,0.96456657370142,0.0018142893101797,0.329244112494758,0.9771861096215472,0.990548386833553,0.0178849728566975,0.0302161008931319,Open Monitoring
3614_BrisbaneHornet,836246_TET,10,7,0.9578383780008458,0.0156175362665855,0.9625563809376636,0.011308741491542,0.7635065737465778,0.9644058086367566,0.0504931476009724,0.3303711222350415,0.9823270841165052,0.9916767935320114,0.0149531346833736,0.0282653736741733,Open Monitoring
3614_BrisbaneHornet,836246_TET,11,7,0.9575610513199728,0.0128528954010973,0.964148252428764,0.0087644957132194,0.7663206919223008,0.965172564075514,0.3944652523862154,0.3455502204043545,0.9830948029480656,0.9922907702765652,0.0136201288250326,0.0331051171055276,Open Monitoring
3614_BrisbaneHornet,836246_TET,12,7,0.9525230765047668,0.013832204897655,0.9625006318955712,-0.0015075453466458,0.7662835168119521,0.9613620322182588,0.531905120026007,0.3392132312416406,0.9891213515457132,0.995736674260841,0.0177848089335539,0.0360851583935588,Open Monitoring
3614_BrisbaneHornet,836246_TET,13,7,0.9533747425006484,0.0130303848966273,0.9604268225432104,0.0200025138086114,0.7662835346021986,0.9564663504365476,0.0160502179607221,0.3176202329849095,0.9918234054190056,0.9944452078582382,0.0168188680786958,0.0363212880560527,Open Monitoring
3614_BrisbaneHornet,836246_TET,14,7,0.9517927684795906,0.0123890245574679,0.9707926066620708,0.0119417154223397,0.7665863471335456,0.9564695675120902,-0.0217755905840387,0.309202385151521,0.9982502954244062,0.9975353912760104,0.0112786353561456,0.0331879944817681,Open Monitoring
3614_BrisbaneHornet,836246_TET,15,3,0.9489864552321974,0.0131520812180404,0.9867416532345362,0.0038529396198723,0.7682275143212792,0.9577910759599704,-0.0302835151568884,0.302869280412657,1.005335993001161,1.0004821487693818,0.0100346917648533,0.029481889539077,Open Monitoring
3614_BrisbaneHornet,834665_TET,1,7,0.0227645747135316,0.9069213610853522,0.9539807894514326,0.4434108238490142,0.8986599539293871,0.8301862776393867,0.0227844153494427,0.0307269677590756,0.9688889555971856,0.7884822067542582,0.8240642798985208,0.0118236535118277,Breath
3614_BrisbaneHornet,834665_TET,2,7,0.0188222693052783,0.9171246078914288,0.953527617384298,0.4460933102278885,0.898573155533187,0.8375754699617026,0.0262806575702179,0.0271500662874086,0.9688473590271132,0.7839552779325782,0.8299042916849059,0.0055275524631705,Breath
3614_BrisbaneHornet,834665_TET,3,7,0.014891190226286,0.9091280048519834,0.9519756656029138,0.4163054754518412,0.8940258778365904,0.835982786697485,0.0309567510394548,0.0271382109782291,0.9630587813964324,0.7739764994398036,0.8291300749892333,0.0008554157867083,Breath
3614_BrisbaneHornet,834665_TET,4,7,0.016035217693426,0.9085623423784296,0.944792796093044,0.2574466766706436,0.8974166671492628,0.8157281855470636,0.0360268964416562,0.0285208317768733,0.9618207439743122,0.7674700427752337,0.8293509813700426,-0.0010578821781245,Breath
3614_BrisbaneHornet,834665_TET,5,7,0.0129936730099193,0.9161991915979134,0.9381429947818652,0.2068259865925734,0.8967953712932825,0.7508909922476715,0.0369073907787243,0.0493882992166341,0.9622636208305853,0.7668873200144414,0.8337229826119944,0.0005043742656062,Breath
3614_BrisbaneHornet,834665_TET,6,7,0.0140869008237416,0.91782213170434,0.9368408538805844,0.2082515344670099,0.8968853763959055,0.6633309717574135,0.0368548477774604,0.1438103967918594,0.9071230516675772,0.7467818066912181,0.8387485143181427,0.0044720117874669,Breath
3614_BrisbaneHornet,834665_TET,7,7,0.0087094573810545,0.9120464384235686,0.932451757978594,0.2027656374942796,0.8958835905563837,0.6537354481832472,0.0347961760071708,0.1431777259208897,0.8137377705133305,0.6297444141019971,0.8337202412167316,0.0089605036603171,Breath
3614_BrisbaneHornet,834665_TET,8,7,0.0101661606240725,0.9101420891708188,0.9289052720523532,0.2037513096932367,0.8933363025545081,0.6491496175792809,0.0291255196152552,0.1358398085495924,0.8458326562557631,0.673298583913649,0.8362342816129624,0.0121100626557026,Breath
3614_BrisbaneHornet,834665_TET,9,7,0.008976903895421,0.9125117096968872,0.9287785101978434,0.2026073502678316,0.8901425544951781,0.6484663424297056,0.0281164269647799,0.1388035915628153,0.8314055330932992,0.6071700599759211,0.8368752045852196,0.013071625575038,Breath
3614_BrisbaneHornet,834665_TET,10,7,0.0105950028466227,0.915048827215438,0.9330407685424928,0.2080694096673682,0.8951217819257219,0.6166761495512479,0.0439422752036896,0.2139668347613977,0.7889718587682424,0.5827247308088327,0.8372147261436361,0.0126123908766967,Breath
3614_BrisbaneHornet,834665_TET,11,7,-0.0028142386421947,0.9164261152328198,0.9211505539291386,0.2181415482997377,0.8870189821094909,0.4867906703282752,0.0693784277555965,0.2963212621090423,0.8030481817399375,0.5818338176686119,0.8385644850806173,0.0117625939037118,Breath
3614_BrisbaneHornet,834665_TET,12,7,-0.0096868012658494,0.9130140588861076,0.917521302805869,0.1648715171818411,0.8867795954599786,0.466241224450807,0.0745253014096632,0.2967514332771768,0.7446153716881566,0.4515205191902486,0.8283162058323683,0.0114368739180303,Breath
3614_BrisbaneHornet,834665_TET,13,7,-0.0158800402871105,0.9139747754359376,0.9160142393513052,0.071047524661167,0.8919608566215013,0.4617749946954401,0.0626085042158438,0.2946394213212552,0.7530209028388093,0.5800436852161852,0.8260207981635629,0.011838566397969,Breath
3614_BrisbaneHornet,834665_TET,14,7,-0.0233699191826383,0.9219260192240996,0.9138015827236772,0.0634373940859013,0.8866584946206644,0.4597410942024669,0.0464910613041742,0.2968696224270105,0.6822866402817752,0.5067637370938443,0.8171286900267658,0.0127261952880458,Breath
3614_BrisbaneHornet,834665_TET,15,3,-0.0291496453326719,0.9227013242290862,0.9155546655146392,0.0621123828043583,0.8911113909877426,0.4563132083021826,0.0355566989854115,0.2946334973629835,0.8860868662773645,0.6517941943903262,0.8148569471393269,0.0135115148060924,Breath
3614_BrisbaneHornet,836247_TET,1,7,0.9643671044253564,0.8825889692549715,0.9499260493164642,0.0511142634725829,0.5915872606385869,0.8360102464069333,0.0449535641498892,0.1760077234096381,0.972652841065096,0.7758891742413674,0.8833676369054739,0.0248657238400757,Open Monitoring
3614_BrisbaneHornet,836247_TET,2,7,0.9641131886887164,0.8820457819347319,0.948632892673524,0.0486536927037511,0.5930510998883003,0.8269841760226132,0.0265060979547329,0.1753321523551562,0.967154192919392,0.7655754962298678,0.8919590358228355,0.023618854581888,Open Monitoring
3614_BrisbaneHornet,836247_TET,3,7,0.9599258953236772,0.8786773837946317,0.9476710336836546,0.0453526530187168,0.5847980533553888,0.7501070885804024,0.0173317357196496,0.1747739702710536,0.9668100938852494,0.7715023130575399,0.8910814009246203,0.0203798943853327,Open Monitoring
3614_BrisbaneHornet,836247_TET,4,7,0.956078495745716,0.8796364117371854,0.94474476067807,0.0436088970606553,0.5901633377209723,0.716341215563063,0.0188589738712375,0.168795027891137,0.9624328845583072,0.7608400429419931,0.8851447468890816,0.0181087468218538,Open Monitoring
3614_BrisbaneHornet,836247_TET,5,7,0.968102365673342,0.8828565453575685,0.942096219781174,0.0417276553345283,0.5979065906001427,0.7001177813975946,0.0134772328408767,0.1556301148288113,0.9515198942327098,0.7540758233873249,0.8882168831190885,0.0169295707796066,Open Monitoring
3614_BrisbaneHornet,836247_TET,6,7,0.9666449637626798,0.8885149254732397,0.9430356919991034,0.0407407078930001,0.6124766506804252,0.6989704896335095,0.0046363942637055,0.1258462615950614,0.9437329547734806,0.7538273590744418,0.8871249833636334,0.0123916758722253,Open Monitoring
3614_BrisbaneHornet,836247_TET,7,7,0.953709927226328,0.885615338388197,0.9436225371798428,0.0383678110800179,0.6137006360360415,0.7089073540541682,0.2844140033286328,0.0857967846822656,0.9601351157329502,0.7537176435840814,0.8868377234705246,0.0099541238210307,Open Monitoring
3614_BrisbaneHornet,836247_TET,8,7,0.9481733730652362,0.8791142698781237,0.9408903501755924,0.0364924163833578,0.593064374623896,0.7060152454027223,0.4787490828019827,0.0605821291311584,0.9562285676914488,0.7591081839398085,0.8857751987441088,0.0073988966138751,Open Monitoring
3614_BrisbaneHornet,836247_TET,9,7,0.9538452708754978,0.881590123400497,0.9409417889319428,0.0329797255022082,0.5962374779097036,0.7018367047160831,0.0077950243645084,0.0516246958225177,0.9473390799665732,0.7535138042655317,0.8853112052851764,0.0038644154107215,Open Monitoring
3614_BrisbaneHornet,836247_TET,10,7,0.9625701233287648,0.8822974381457256,0.9346334412842384,0.0349642932009449,0.6137634392501846,0.7020784648801559,-0.0068101602564914,0.043002970053449,0.9470432155795578,0.7513020067575439,0.8861933162753896,0.002179840888807,Open Monitoring
3614_BrisbaneHornet,836247_TET,11,7,0.9516859018890624,0.8805841399309539,0.9370713402220168,0.0374537310806,0.5930986933853992,0.7020388529399442,-0.0137843646005137,0.01994309865335,0.9490312290435964,0.7479822307434042,0.8865371607295007,-0.0006297598608292,Open Monitoring
3614_BrisbaneHornet,836247_TET,12,7,0.9417144638294452,0.8811527561130292,0.9353412093316266,0.0377980594667084,0.580220205877456,0.6968243497932319,-0.01630893018691,0.0138524750917582,0.9409499370450884,0.7551323653970397,0.8877170708739203,-0.0037676556979887,Open Monitoring
3614_BrisbaneHornet,836247_TET,13,7,0.9350573822296732,0.8782129301772083,0.9351069313368386,0.0357648320457712,0.5927109338454258,0.6981183147127393,-0.016072029512407,0.0103968078143314,0.9500177594873191,0.7554853630146381,0.8955401499568136,-0.0011729268442427,Open Monitoring
3614_BrisbaneHornet,836247_TET,14,7,0.9315838179423104,0.8795203555665635,0.9337872486062118,0.0333712855771601,0.5739698793358138,0.7129228474615782,-0.0178702945723178,0.0013476143334052,0.9530735978103088,0.7378111359594425,0.8907240189812046,0.0004724779925702,Open Monitoring
3614_BrisbaneHornet,836247_TET,15,3,0.9305802470216904,0.8948298382458221,0.9347979897675964,0.0315811183440683,0.5760806316399184,0.7235235142497011,-0.0253951978684132,-0.0051353079670929,0.9483759046603316,0.7260145925425482,0.8964239969712775,0.0007986662222315,Open Monitoring
3614_BrisbaneHornet,832880_TET,1,7,0.3929987179481594,0.0246871020608278,0.61041261348947,0.0656179415239954,0.4050436414470895,0.8364724258168188,0.0458007379583784,0.0362130444048489,0.9672300289239718,0.7754867122323817,0.7907143908661818,0.7383476119991453,Breath
3614_BrisbaneHornet,832880_TET,2,7,0.3823698781177041,0.0340521293579358,0.6026900322590033,0.0672868620837756,0.4143372160176936,0.8344667608660924,0.0371597980094407,0.0446415071732908,0.9651021596364344,0.7726293879183297,0.8044023675846821,0.7356851156077095,Breath
3614_BrisbaneHornet,832880_TET,3,7,0.3221077185950281,0.0409559353863769,0.6462456395260828,0.0598143424226985,0.4181184824537305,0.8356007506164759,0.0274750242932698,0.0495552068240003,0.9666660341388518,0.7709601802291871,0.8004833021539791,0.7728437209189943,Breath
3614_BrisbaneHornet,832880_TET,4,7,0.1873795683197197,0.0500967809342209,0.754529185465931,0.0871357681660666,0.4229846282077626,0.8318896449245189,0.0258397144669104,0.0507359574921299,0.9221413956671182,0.7724624945617347,0.7986137101816935,0.8505572400745331,Breath
3614_BrisbaneHornet,832880_TET,5,7,0.133896771556211,0.0514422376427095,0.8567406552421177,0.475218258349363,0.4233467066486568,0.8278439024691963,0.039123623532233,0.0509572111107808,0.6172421383751191,0.7661698579785509,0.8014816639288654,0.9039206236556212,Breath
3614_BrisbaneHornet,832880_TET,6,7,0.2729092865862483,0.0370331164722509,0.8892916663418179,0.1350031144795941,0.416794933370216,0.8174987680744795,0.340252843407674,0.0490738354524034,0.9265675437004418,0.7623766928635333,0.8001969852101727,0.9165640895655712,Breath
3614_BrisbaneHornet,832880_TET,7,7,0.459124042533251,0.0161580947818479,0.8926663004902744,0.0446872477465436,0.402842888602873,0.8192364946096073,0.1123186209864782,0.0503693466073512,0.9282587056584032,0.7634717461845274,0.7955213333699422,0.9104762696189914,Breath
3614_BrisbaneHornet,832880_TET,8,7,0.1275539239525069,0.0224155654612416,0.7475331357120923,0.0517808122541377,0.4006901656475434,0.8224002279205749,0.023797108731722,0.0502247957794156,0.9008220501668768,0.766382749907835,0.7910445093206981,0.9083307697576728,Breath
3614_BrisbaneHornet,832880_TET,9,7,0.1151122697683908,0.0247469389149838,0.8365497213521965,0.2087826331477243,0.4027434265994801,0.8293031119522538,0.031465869400198,0.0493977267801273,0.5768964223983689,0.7653169650025363,0.800971316305883,0.9090723633213476,Breath
3614_BrisbaneHornet,832880_TET,10,7,0.2287647240200362,0.0104023155728229,0.8559872160075418,0.4324861156844271,0.4063401637205067,0.8283723108595342,0.3114361611865765,0.0436502368460198,0.8279301037805711,0.7651702964601811,0.8089023741658893,0.9026651057196204,Breath
3614_BrisbaneHornet,832880_TET,11,7,0.4956288403083103,0.0036419143210192,0.7174290537551123,0.0765912471391305,0.4111002233514668,0.8277242118459315,0.142197613763111,0.044478287324714,0.9252058230393704,0.7578426383616822,0.8106049877983654,0.8912662201095628,Breath
3614_BrisbaneHornet,832880_TET,12,7,0.1679239608892239,0.0044193987463946,0.8476336011751041,0.0440358735052282,0.4159336713999447,0.8213575151103937,0.0589351362678103,0.0499666975132826,0.9414691922004884,0.7536033179067719,0.7968659833999384,0.8982948159294624,Breath
3614_BrisbaneHornet,832880_TET,13,7,0.1758396559317139,0.0116392128255016,0.7968299636570118,0.0280194563368702,0.4171296792796773,0.8223819008492094,0.0441300767026404,0.0533444444858859,0.9495941705825188,0.7515164116354304,0.7763747722682565,0.8949212484902922,Breath
3614_BrisbaneHornet,832880_TET,14,7,0.202579826074329,0.0191849927456552,0.9002071864515289,0.016598113371808,0.4177089943328019,0.824316191856795,0.008479730825274,0.0567607909045858,0.9446380439134686,0.7532142601008045,0.7602311335115278,0.8798932637300739,Breath
3614_BrisbaneHornet,832880_TET,15,3,0.2092554592800102,0.0198641394918968,0.9012738492794256,-0.0077647732097721,0.417709155554532,0.8205671892391998,-0.0114752743261831,0.0504192558714785,0.9273987463297924,0.7493389161199753,0.7569934197929503,0.8754330583542989,Breath
3614_BrisbaneHornet,835981_TET,1,7,0.9574137948269416,0.0275423728813559,0.9693330427950436,0.5170884638998752,-0.0016946529029281,0.8245203972906887,0.0241747191601105,0.1755963647919457,0.9280151781196072,0.7858365006196074,0.0350515463917524,0.0255930597675098,Open Monitoring
3614_BrisbaneHornet,835981_TET,2,7,0.9533512580887954,0.0275423728813479,0.9700074808903988,0.5179396503529216,0.4529558821994632,0.8202015653053474,0.0202134441127479,0.1739559488486553,0.9326337822021048,0.778690269501217,0.0350515463918184,0.0280650000316956,Open Monitoring
3614_BrisbaneHornet,835981_TET,3,7,0.9489068012301024,0.0275423729149932,0.964761674710639,0.4297082042075987,0.1794464358635126,0.8157277578369816,0.0182441452358568,0.1734705026692063,0.9297126917806532,0.7709560973752497,0.035051546463832,0.2263692315120085,Open Monitoring
3614_BrisbaneHornet,835981_TET,4,7,0.9459712385879656,0.0275423865619548,0.9611538974540136,0.2221870190612971,-0.0039167165577589,0.8112537900322465,0.0222732621784558,0.1787845787724401,0.9252860500543229,0.7603775029088393,0.0350499049372069,0.5853150414557036,Open Monitoring
3614_BrisbaneHornet,835981_TET,5,7,0.9374099361346172,0.0269715035636246,0.9635696510960744,0.143191489156886,0.0030719703282386,0.8049723969150226,0.0273725038091083,0.175913974004427,0.9235718507885028,0.7553704312632554,0.0320270868762994,0.4272164915624145,Open Monitoring
3614_BrisbaneHornet,835981_TET,6,7,0.9376772526750284,0.0274133189918284,0.9610110503519608,0.0815775679755425,0.0039325066506991,0.8020980254970682,0.0307488445411283,0.1627173748964377,0.9178127249234423,0.7526443456181705,0.0325889830444231,0.4262394763927562,Open Monitoring
3614_BrisbaneHornet,835981_TET,7,7,0.935598764321756,0.0275424300523952,0.9587829475621112,0.0462384420867107,-0.0042582415264678,0.7987283488229255,0.1581373883869012,0.1588787051573788,0.9135078346224726,0.7465710393800802,0.0329897983969846,0.1329658874529322,Open Monitoring
3614_BrisbaneHornet,835981_TET,8,7,0.9365287934330552,0.0275423729009817,0.953920455817344,0.0353231385035433,0.0467205912364443,0.793824060257125,0.1772627627244552,0.1610385820857879,0.8995801386479618,0.7411693766246572,0.0329896889751537,-0.0147837438912963,Open Monitoring
3614_BrisbaneHornet,835981_TET,9,7,0.9279928309958247,0.0275424280511074,0.95062448293405,0.0233293484915024,0.4863358095209097,0.7898017918906689,0.0240403561067378,0.1584358587260961,0.8956342925836723,0.7386931037000517,0.0329914666935847,-0.0209319146131661,Open Monitoring
3614_BrisbaneHornet,835981_TET,10,7,0.9221052050123972,0.0269954470971562,0.945636408110069,0.0232054328767212,0.1335676639850835,0.7827040202714727,0.0243982832645335,0.1533117035706791,0.9006528994962156,0.7399263686862472,0.0316689890837296,0.034512016399048,Open Monitoring
3614_BrisbaneHornet,835981_TET,11,7,0.9205545080135662,0.0271357160161684,0.9394366755082304,0.0190207804304891,-0.0214178216137181,0.7816789148972506,0.0299960134217397,0.1406088034253158,0.8989413256658613,0.7316696500588632,0.0330101952919122,0.5828239795882786,Open Monitoring
3614_BrisbaneHornet,835981_TET,12,7,0.9173510854825287,0.0275424401462093,0.9337732193695756,0.0237730192125219,0.333155324074526,0.7809596953570159,0.0263772243781515,0.1384813966185114,0.8985934071048677,0.7407144441537893,0.0312519592319341,0.0333711697983462,Open Monitoring
3614_BrisbaneHornet,835981_TET,13,7,0.9097699483515128,0.0275404568219613,0.9162108062915016,0.0173020211225267,0.267949208939208,0.7766607365443825,0.0243318407801635,0.1271270650730518,0.8926354284179375,0.7414135494873554,0.030417854990719,0.2967449975111266,Open Monitoring
3614_BrisbaneHornet,835981_TET,14,7,0.9053160975409672,0.0283869469902824,0.9104893928842956,0.0404723333337291,-0.0208257945600893,0.7713403242734138,0.0223356713474634,0.1212048672908798,0.8879421414236709,0.7421548252440854,0.0288851777168436,-0.0509763585245826,Open Monitoring
3614_BrisbaneHornet,835981_TET,15,3,0.9026789339789412,0.0302762536123549,0.9132662823065788,0.0421437722762562,-0.024245891002268,0.7727608200467829,0.023604988128674,0.1183847860811703,0.8806582098551576,0.739988478715509,0.0263304600039917,-0.055497363474096,Open Monitoring
3614_BrisbaneHornet,834347_TET,1,7,0.1046172977433605,0.3242117818465332,0.102328274093121,0.1906463753481764,0.0377548209378635,0.4668871834698673,0.0491683364787842,0.3464195797648792,0.9317569508051196,0.7476575871868734,0.8175507649475827,0.5269800733253599,Loving Kindness
3614_BrisbaneHornet,834347_TET,2,7,0.1068380319642209,0.3354244643496695,0.1082399530532918,0.2099105968341602,0.0530967640869764,0.4775875287097765,0.0461613589811094,0.3578417981314432,0.9387587100453606,0.7506901930526974,0.8225749393023317,0.5635041160134878,Loving Kindness
3614_BrisbaneHornet,834347_TET,3,7,0.1144040930778933,0.3038388817646278,0.1233749056338239,0.2214043846481656,0.0562534574931129,0.5762080366951948,0.0446418123993363,0.3583071475065696,0.7182599659552127,0.6993112717117265,0.7679116565676843,0.7432857187723375,Loving Kindness
3614_BrisbaneHornet,834347_TET,4,7,0.1230801109760471,0.1733903481891235,0.3103137000091201,0.2196816951922824,0.2599791872235857,0.7211946024060426,0.0447924731458651,0.3486805942100969,0.6747137516837528,0.5342343916936823,0.567927323915221,0.9163636082498786,Loving Kindness
3614_BrisbaneHornet,834347_TET,5,7,0.1153175053768735,0.1120976502576215,0.7827205541518625,0.1999679496723482,0.6233952737376248,0.7965525320505187,0.0481155765097276,0.3557865625940455,0.894651728902157,0.6617496586279307,0.691630155204514,0.925379011011756,Loving Kindness
3614_BrisbaneHornet,834347_TET,6,7,0.0971823488044982,0.3037381549732885,0.4725414109455678,0.1854350326264768,0.2372020167574741,0.5809526714962755,0.0461317167295809,0.3464720930306626,0.6862669152916168,0.6747951031785844,0.8232943705049767,0.6172733478529501,Loving Kindness
3614_BrisbaneHornet,834347_TET,7,7,0.0970220246957165,0.1997444328614483,0.2429403120720768,0.1686320038623576,0.399343855641447,0.4992542511289132,0.0434819083254601,0.3360014691598233,0.7932163282073968,0.4895514738998615,0.5469632127868194,0.5825011324092323,Loving Kindness
3614_BrisbaneHornet,834347_TET,8,7,0.1075138557626696,0.084058405823555,0.7032003829843824,0.1636235495423488,0.5193210964400237,0.6054480122911902,0.0322975658435421,0.3317950119609602,0.8807362746601296,0.6927401652308484,0.5981458877197655,0.8138799956883125,Loving Kindness
3614_BrisbaneHornet,834347_TET,9,7,0.1153350566084181,0.2884634178249142,0.4309116891869285,0.1671353592941678,0.1612497980295541,0.7796875667134985,0.0209924052119037,0.3264077971228601,0.6488134369653562,0.5356026766354415,0.7752064596337253,0.8592221838272122,Loving Kindness
3614_BrisbaneHornet,834347_TET,10,7,0.1128203216387081,0.0850956504944756,0.3416666216940549,0.1753451672491016,0.3806005383648888,0.6062729862161155,0.0152710597193366,0.3235882230516263,0.8640704426990345,0.5807025937752325,0.536817547343175,0.6017563826341031,Loving Kindness
3614_BrisbaneHornet,834347_TET,11,7,0.1210561304363166,0.069068021476178,0.658205109430007,0.1779026863582135,0.4311445396549492,0.6189469745078634,0.034641383316551,0.3272237464584877,0.8042559351303116,0.6658492016305978,0.6589396863799262,0.8462014749475202,Loving Kindness
